4.61616 -0.027679  -6.62408 0.0179496 -0.0887234   0.03245 0.0467973 9
5.63126 0.0199879  -5.92535 0.0512305 -0.0369484 0.736885  0.10107 9
6.62857 0.0197363  -5.92563 0.0512454 -0.0416041  0.732742 0.0854503 9
7.63511 0.0197414 -5.92553 0.050524 -0.0483051  0.726915 0.0565745 9
8.64477 0.0196172  -5.92578 0.0502097 -0.0505506  0.721233 0.0361304 9
9.64748 0.0196968   -5.9257 0.0506643  -0.0597865    0.709809 -0.00911805 9
10.639 0.0193045  -5.92602 0.0503399 -0.0510401  0.710741 0.0149128 9
11.6493 0.0192137  -5.92615 0.0499475 -0.0616751   0.699371 -0.0116449 9
12.658 0.0190581  -5.92636 0.0500651 -0.0518979   0.70674 0.0408597 9
13.6797 0.0188068   -5.9267 0.0494689 -0.0425986 0.717382 0.102095 9
14.7138 0.0190456  -5.92717 0.0508058 -0.0385258 0.723408 0.131817 9
15.7462 0.0189038   -5.9273 0.0507449 -0.0511608  0.719505 0.0920894 9
16.6838 0.0190149  -5.92754 0.0509406 -0.0591184  0.716541 0.0467432 9
17.6817 0.0186016  -5.92799 0.0508477 -0.0635587  0.711945 0.0186628 9
18.6752 0.0185598  -5.92803 0.0510461 -0.0785441   0.703364 -0.0499618 9
19.6653 0.0183714  -5.92827 0.0507546 -0.0973051   0.687642 -0.0987792 9
20.665 0.0184624  -5.92842 0.0499427 -0.0939931  0.681947 -0.136877 9
21.6784  0.018319  -5.92846 0.0496193 -0.124441  0.660145 -0.207192 9
22.6454 0.0179601  -5.92835 0.0488881 -0.114197  0.650305 -0.212286 9
23.691   0.01768  -5.92822 0.0479759  -0.12192  0.637874 -0.223727 9
24.6894 0.0169105   -5.9282 0.0458102 -0.117147  0.649696 -0.202286 9
25.7245 0.0168459 -5.92831 0.045445 -0.0946256  0.651195 -0.172278 9
26.6741 0.0167356 -5.92812  0.04488 -0.131937   0.61757 -0.212091 9
27.6531  0.016753  -5.92793 0.0443789  -0.13678  0.624475 -0.223851 9
28.675 0.0164919   -5.9279 0.0436276 -0.166747  0.613378 -0.257536 9
29.6759 0.0163706  -5.92809 0.0433222 -0.139621  0.615191 -0.248984 9
30.6781 0.0165602    -5.928 0.0442518 -0.149834  0.613734 -0.262645 9
31.6628 0.0170004  -5.92822 0.0451036 -0.167635  0.61182 -0.26206 9
32.6642 0.0176752  -5.92835 0.0455711 -0.156085  0.610022 -0.312405 9
33.6742 0.0182871  -5.92841 0.0463818 -0.175563  0.589299 -0.352616 9
34.6933 0.0190243  -5.92844 0.0473865 -0.208819  0.567126 -0.381205 9
35.6513 0.0195109  -5.92844 0.0478147 -0.190786  0.575663 -0.372633 9
36.6538 0.0196822  -5.92861 0.0476465 -0.198545  0.572911 -0.413926 9
37.6639 0.0203027  -5.92867 0.0487315  -0.19728  0.582704 -0.406305 9
38.6806 0.0207882   -5.9287 0.0498448  -0.21797  0.566504 -0.421379 9
39.651 0.0210907  -5.92854 0.0498578  -0.20601  0.572383 -0.402909 9
40.6758 0.0212196  -5.92854 0.0499801 -0.214152    0.5533 -0.404738 9
41.6578 0.0211477  -5.92858 0.0495274 -0.212415  0.563607 -0.418326 9
42.6618  0.021088  -5.92873 0.0500235 -0.203566  0.571801 -0.418599 9
43.6768 0.0210798  -5.92885 0.0507134 -0.206605  0.572251 -0.411846 9
44.649 0.0210462  -5.92896 0.0508371 -0.207482  0.587146 -0.423802 9
45.678 0.0211562  -5.92919 0.0512337 -0.197231 0.597707 -0.44347 9
46.6759 0.0212607  -5.92917 0.0518111 -0.217634  0.580456 -0.480475 9
47.6528 0.0209193  -5.92902 0.0517748 -0.264299  0.560512 -0.524767 9
48.6789 0.0206894  -5.92909 0.0512647 -0.278639   0.56192 -0.606086 9
49.662 0.0202272  -5.92921 0.0507219 -0.296971 0.568891  -0.6298 9
50.7109 0.0202513 -5.92901 0.050859 -0.269698 0.581009 -0.62291 9
51.6729 0.0197558  -5.92889 0.0501205 -0.317144  0.572212 -0.640756 9
52.6627 0.0194733  -5.92867 0.0493743 -0.328092  0.575042 -0.621596 9
53.6742  0.019134  -5.92879 0.0482239 -0.328194  0.560137 -0.643748 9
54.6588 0.0186495  -5.92873 0.0476572 -0.312841  0.568736 -0.594109 9
55.6706  0.018437  -5.92864 0.0471045 -0.273798   0.59701 -0.546878 9
56.662 0.0184739   -5.9287 0.0471445 -0.308587  0.591091 -0.543334 9
57.6472 0.0184778  -5.92901 0.0464922 -0.315711  0.571702 -0.582297 9
58.6717 0.0181566  -5.92892 0.0461464 -0.333422  0.560727 -0.636451 9
59.6653 0.0183348  -5.92855 0.0469523 -0.328508  0.578414 -0.657545 9
60.6824 0.0178868  -5.92865 0.0463623 -0.341274  0.571443 -0.731853 9
61.6458 0.0178149  -5.92861 0.0466291 -0.356196  0.579424 -0.769322 9
62.647 0.0177632  -5.92842 0.0466562 -0.344806  0.572706 -0.760734 9
63.662 0.0174507  -5.92818 0.0464895 -0.388607  0.572519 -0.774891 9
64.6507 0.0170859  -5.92826 0.0458231 -0.387785  0.575276 -0.780131 9
65.6596 0.0163255 -5.92835  0.04475 -0.363165   0.57987 -0.768967 9
66.6582 0.0157334 -5.92818 0.043789 -0.361675   0.57943 -0.804909 9
67.6655 0.0153685  -5.92799 0.0428883 -0.379682 0.578233 -0.83843 9
68.6631 0.0155798 -5.92801 0.042244 -0.372557  0.596844 -0.819208 9
69.6338 0.0151171  -5.92836 0.0403551 -0.413142 0.570901 -0.91988 9
70.6676 0.0151163  -5.92822 0.0400496 -0.434102  0.571713 -0.917647 9
71.8658 0.0150807  -5.92796 0.0394245 -0.415747   0.58708 -0.960165 9
