6.04566 0.0230122  -5.92225 0.0416954
7.06213 0.0232428 -5.92263 0.042406
8.06237 0.0234359  -5.92271 0.0429672
9.05544 0.0231991  -5.92255 0.0432581
10.104 0.0230506  -5.92267 0.0431541
11.0681 0.0228576  -5.92258 0.0431632
12.0718 0.0226923  -5.92258 0.0428706
13.0744 0.0227658  -5.92244 0.0430618
14.1251 0.0227153  -5.92249 0.0433274
15.1047 0.0225114  -5.92235 0.0433144
16.0755 0.0224067  -5.92225 0.0434442
17.0923 0.0224504  -5.92209 0.0433401
18.1129 0.0224374  -5.92187 0.0433652
19.0776 0.0224282  -5.92178 0.0432438
20.108 0.0222805  -5.92142 0.0431961
21.0755 0.0221661  -5.92142 0.0433776
22.1156 0.0220211 -5.92122 0.043516
23.1231 0.0218761   -5.9213 0.0435636
24.1109 0.0216847  -5.92123 0.0433377
25.0741 0.0214411  -5.92107 0.0431196
26.1071 0.0211037  -5.92078 0.0427504
27.0785 0.0207524  -5.92083 0.0426638
28.0751 0.0204099  -5.92102 0.0423571
29.1248 0.0205239  -5.92141 0.0425041
30.1072 0.0202927  -5.92157 0.0423405
31.1261 0.0203824  -5.92155 0.0419449
32.0933 0.0205431  -5.92169 0.0420297
33.1286 0.0207043   -5.9216 0.0415809
34.1088 0.0206152  -5.92153 0.0415984
35.1233 0.0208553  -5.92163 0.0415496
36.0788 0.0207817   -5.9216 0.0410944
37.1112 0.0204745  -5.92139 0.0407106
38.0907 0.0205788  -5.92121 0.0405603
39.1127 0.0202012  -5.92073 0.0397373
40.0794  0.020676  -5.92091 0.0398688
41.0885 0.0209538  -5.92091 0.0398111
42.1226 0.0210469  -5.92077 0.0393848
43.1096 0.0211674  -5.92081 0.0396381
44.0889 0.0214056  -5.92069 0.0397758
45.1094 0.0213209  -5.92067 0.0395347
46.0712 0.0213158  -5.92067 0.0397262
47.1299 0.0215431  -5.92079 0.0394554
48.1817 0.0213451  -5.92064 0.0391402
49.1688 0.0212983  -5.92049 0.0391675
50.107 0.0207803  -5.92003 0.0386078
51.126 0.0201568  -5.91968 0.0382479
52.0571 0.0196634  -5.91945 0.0380831
53.1068 0.0192971  -5.91919 0.0377756
54.0862 0.0193477  -5.91944 0.0376897
55.0946 0.0192472  -5.91934 0.0377445
56.1142 0.0191688  -5.91941 0.0374435
57.0931 0.0188834  -5.91895 0.0368592
58.1133 0.0187499  -5.91867 0.0368072
59.0879 0.0190265  -5.91872 0.0369969
60.0935 0.0191112  -5.91868 0.0368347
61.0552   0.01909  -5.91885 0.0367032
62.0861 0.0192731  -5.91901 0.0369927
63.1091 0.0194041  -5.91918 0.0372535
64.1069 0.0193074  -5.91904 0.0376533
65.0694 0.0193875  -5.91899 0.0378479
66.1014 0.0197007  -5.91921 0.0385002
67.1036 0.0198232  -5.91959 0.0394005
68.1466  0.019941  -5.92021 0.0399392
69.1033 0.0199632 -5.92059 0.040385
70.107 0.0198162 -5.92077  0.04079
71.0858 0.0200159   -5.9207 0.0412554
72.1085 0.0197682  -5.92071 0.0408537
73.1222 0.0196926  -5.92077 0.0409765
74.119 0.0199304  -5.92083 0.0407218
75.0681 0.0200032  -5.92096 0.0403471
76.0717 0.0196913 -5.92059 0.039245
77.0679 0.0198514  -5.92039 0.0391119
78.0682 0.0200953  -5.92012 0.0393399
79.0787 0.0200957   -5.9198 0.0386946
80.1209 0.0206836  -5.91982 0.0387356
81.0993 0.0210587  -5.92006 0.0387918
82.1206 0.0214369  -5.92005 0.0390383
83.0879 0.0218699  -5.92033 0.0391751
84.0823 0.0218679  -5.92051 0.0388821
85.1041 0.0220884  -5.92055 0.0392399
86.0687 0.0224201  -5.92087 0.0401369
87.0827  0.022494  -5.92108 0.0401809
88.0844  0.022558  -5.92131 0.0398349
89.0663 0.0225362  -5.92153 0.0399335
90.08 0.0222421  -5.92191 0.0396959
91.0519 0.0220214  -5.92186 0.0393976
92.1099 0.0220698  -5.92176 0.0385071
93.0832 0.0219098  -5.92138 0.0380979
94.1027 0.0217333   -5.921 0.037797
95.083 0.0216505  -5.92079 0.0372781
96.0796 0.0216412  -5.92066 0.0368758
97.0722 0.0216521  -5.92048 0.0364369
98.0991 0.0213373 -5.92015 0.035939
99.0974 0.0212606   -5.9198 0.0352678
100.138 0.0212691  -5.91933 0.0351956
101.117 0.0212433  -5.91909 0.0348068
102.064 0.0211085  -5.91914 0.0353123
103.08 0.0206745 -5.91891 0.034315
104.054 0.0206258  -5.91907 0.0342529
105.079 0.0204265  -5.91898 0.0333828
106.08 0.0197968  -5.91869 0.0325207
107.082 0.0193654  -5.91861 0.0314767
