5.60914 0.0214897  -5.92687 0.0470248 0.00678805 9 -0.0280012 0.739893 0.119987
6.60954 0.0212264 -5.92774 0.046735 0.00595784 9 -0.017485 0.747118 0.168784
7.60891 0.0235288  -5.92609 0.0452731 0.00543877 9 -0.0268597  0.73987 0.131804
8.60948 0.0234052  -5.92579 0.0478903 0.00545293 9 -0.0381463   0.73113 0.0898537
9.60821 0.0237472  -5.92519 0.0507153 0.00593986 9 -0.0512236  0.718911 0.0355334
10.6096 0.0202175    -5.926 0.0505498 0.00692166 9 -0.0471006  0.719327 0.0484927
11.6096 0.0229407  -5.92532 0.0502768 0.0060449 9  -0.072818   0.699676 -0.0426472
12.61 0.0212498  -5.92729 0.0510637 0.00612307 9 -0.0430984  0.721224 0.0851987
13.6095 0.0218156  -5.92853 0.0504995 0.00669524 9 -0.0492856 0.717991 0.065239
14.6095 0.0234585   -5.9287 0.0563915 0.00634751 9 -0.0473873  0.721138 0.0870397
15.6098 0.022038 -5.92651 0.053326 0.00651282 9 -0.0563679   0.71439 0.0508279
16.6084 0.0228813  -5.92828 0.0516928 0.00621844 9 -0.0458614  0.721963 0.0790784
17.6084 0.0184988  -5.92916 0.0476457 0.00675687 9 -0.0418645  0.723224 0.0947612
18.6087 0.0197269 -5.92871 0.045786 0.00651501 9 -0.0490881  0.716615 0.0574788
19.6081 0.0196354  -5.92771 0.0457116 0.00698106 9  -0.0728873    0.701869 -0.00151386
20.6081 0.0196769   -5.9259 0.0425105 0.00737162 9 -0.0752031   0.691704 -0.0678607
21.6085 0.0169531  -5.92693 0.0396158 0.0090195 9 -0.115433  0.663417 -0.153275
22.6079 0.0156431  -5.92726 0.0397573 0.010075 9 -0.124934  0.648197 -0.193999
23.608 0.0172661  -5.92618 0.0389295 0.00989921 9 -0.129178  0.638399 -0.230161
24.6084 0.0171956  -5.92593 0.0399149 0.00951659 9 -0.126964  0.654902 -0.235976
25.6091 0.0158852  -5.92789 0.0415551 0.00963058 9 -0.105328  0.641987 -0.217442
26.6096 0.0192894  -5.92575 0.0440672 0.00967149 9 -0.153954  0.613786 -0.253915
27.6083 0.0179675  -5.92515 0.0419845 0.00984202 9 -0.139815  0.610967 -0.242495
28.6094 0.0175491  -5.92603 0.0406038 0.00988773 9 -0.148123  0.612786 -0.245669
29.6086 0.0172252  -5.92819 0.0410477 0.0100431 9 -0.132896  0.626718 -0.242333
30.6099 0.0198005 -5.92883 0.042551 0.0101031 9 -0.149579  0.609232 -0.271474
31.6084 0.0213084  -5.92968 0.0452025 0.0102328 9  -0.15176  0.611845 -0.247555
32.6094 0.0219338  -5.92757 0.0439985 0.00957504 9 -0.138489  0.624445 -0.274949
33.6097  0.023822  -5.92744 0.0438855 0.00948482 9  -0.16487  0.607388 -0.315352
34.6083 0.0232815  -5.92794 0.0436536 0.00904835 9 -0.197615  0.567536 -0.359982
35.6093 0.0231596  -5.92767 0.0438188 0.00871165 9 -0.169984  0.578523 -0.366682
36.6096 0.0240768   -5.9281 0.0420745 0.00969258 9 -0.199884  0.577188 -0.445706
37.6091 0.0229102  -5.92882 0.0443396 0.00836274 9 -0.205193  0.582627 -0.439981
38.609 0.0220398  -5.9269 0.048515 0.00707952 9 -0.226857  0.566857 -0.456307
