4.61762 -0.027679  -6.62408 0.0179496 -0.0887234   0.03245 0.0467973
5.62106 0.0199879  -5.92535 0.0512305 -0.0369484 0.736885  0.10107
6.62852 0.0197363  -5.92563 0.0512454 -0.0416041  0.732742 0.0854503
7.6281 0.0197414 -5.92553 0.050524 -0.0482958  0.726923 0.0566093
8.63826 0.0196172  -5.92578 0.0502097 -0.0505076  0.721268 0.0362793
9.63458 0.0196968   -5.9257 0.0506643  -0.0597501    0.709838 -0.00899123
10.6485 0.0193045  -5.92602 0.0503399 -0.0510074  0.710767 0.0150312
11.6449 0.0192137  -5.92615 0.0499475 -0.0615922   0.699433 -0.0114224
12.6495 0.0190581  -5.92636 0.0500651 -0.0517854  0.706824 0.0411493
13.673 0.0188068   -5.9267 0.0494689 -0.0424941 0.717455 0.102337
14.7101 0.0190456  -5.92717 0.0508058 -0.0384055 0.723482  0.13201
15.7352 0.0189038   -5.9273 0.0507449 -0.0510381  0.719574 0.0922447
16.6716 0.0190149  -5.92754 0.0509406 -0.0590039  0.716649 0.0469433
17.6685 0.0186016  -5.92799 0.0508477 -0.0635466   0.71195 0.0188007
18.668 0.0185598  -5.92803 0.0510461 -0.0785266   0.703145 -0.0497197
19.6672 0.0183714  -5.92827 0.0507546 -0.0968349  0.687157 -0.098713
20.6722 0.0184624  -5.92842 0.0499427 -0.094361  0.681129 -0.136712
21.6799  0.018319  -5.92846 0.0496193 -0.124618  0.659628 -0.207047
22.6479 0.0179601  -5.92835 0.0488881 -0.114245  0.650022 -0.212089
23.6824   0.01768  -5.92822 0.0479758 -0.121321  0.638174 -0.223592
24.6823 0.0169106   -5.9282 0.0458103 -0.117259  0.649369 -0.202249
25.708  0.016846  -5.92831 0.0454452 -0.0957871 0.651183 -0.17233
26.6789 0.0167357  -5.92811 0.0448801  -0.13306  0.617408 -0.212246
27.6464 0.016753 -5.92793 0.044379 -0.138077  0.624401 -0.224078
28.6751  0.016492   -5.9279 0.0436276 -0.167527  0.613413 -0.257733
29.6855 0.0163706  -5.92809 0.0433223 -0.139939   0.61547 -0.249138
30.664 0.0165602    -5.928 0.0442518 -0.149876 0.613942 -0.26281
31.6674 0.0170004  -5.92822 0.0451036 -0.167347  0.611779 -0.262177
32.6588 0.0176752  -5.92835 0.0455711 -0.155981  0.609943 -0.312524
33.6634 0.0182871  -5.92841 0.0463818 -0.175447  0.589172 -0.352714
34.6807 0.0190243  -5.92844 0.0473865 -0.208649  0.567118 -0.381276
35.647 0.0195109  -5.92844 0.0478147 -0.190594  0.575802 -0.372709
36.647 0.0196822  -5.92861 0.0476465 -0.198299  0.573237 -0.414009
37.6484 0.0203027  -5.92867 0.0487315 -0.197065 0.583412 -0.40636
38.6589 0.0207882   -5.9287 0.0498448 -0.217881  0.566944 -0.421385
39.6464 0.0210907  -5.92854 0.0498578 -0.205968  0.572772 -0.402792
40.6715 0.0212196 -5.92854  0.04998 -0.213977  0.553231 -0.404561
41.6456 0.0211477  -5.92858 0.0495274 -0.212069  0.563278 -0.418037
42.676  0.021088  -5.92873 0.0500234 -0.203342  0.571202 -0.418183
43.6718 0.0210798  -5.92885 0.0507134  -0.20703  0.571635 -0.411355
44.6519 0.0210462  -5.92896 0.0508371 -0.207909  0.586657 -0.423413
45.6737 0.0211563  -5.92919 0.0512338 -0.197747  0.597479 -0.443098
46.6366 0.0212606  -5.92917 0.0518111 -0.217481  0.580702 -0.480128
47.6717 0.0209191  -5.92902 0.0517745 -0.263818  0.562104 -0.524527
48.6596 0.0206893  -5.92909 0.0512646 -0.278128  0.562931 -0.605983
49.6714 0.0202274  -5.92921 0.0507221 -0.297465  0.570681 -0.629774
50.7219 0.0202512  -5.92901 0.0508589 -0.270071  0.581564 -0.622912
51.6832 0.0197558  -5.92889 0.0501205 -0.317131   0.57207 -0.640729
52.6554 0.0194734  -5.92867 0.0493744 -0.328688  0.575257 -0.621418
53.6765  0.019134  -5.92879 0.0482239 -0.328297  0.559544 -0.643484
54.6593 0.0186495  -5.92873 0.0476571 -0.312931   0.56777 -0.593655
55.681  0.018437  -5.92864 0.0471045 -0.273999  0.594988 -0.546302
56.6426 0.0184738   -5.9287 0.0471442 -0.305397  0.590951 -0.542905
57.6735 0.0184784  -5.92901 0.0464929  -0.3144 0.569813 -0.58198
58.6485 0.0181563  -5.92892 0.0461459 -0.332133  0.563143 -0.636535
59.6641 0.0183347  -5.92855 0.0469521 -0.328586  0.577806 -0.657861
60.6744 0.0178868  -5.92865 0.0463623 -0.341624  0.571374 -0.732585
61.6576  0.017815  -5.92861 0.0466292 -0.356732  0.579792 -0.770129
62.643 0.0177632  -5.92842 0.0466562 -0.345162  0.573212 -0.761473
63.6584 0.0174508  -5.92818 0.0464897 -0.389056  0.573152 -0.775271
64.6488 0.0170858  -5.92826 0.0458228 -0.387933  0.576034 -0.779698
65.6659 0.0163253  -5.92835 0.0447497 -0.363495 0.580774 -0.76765
66.6557 0.0157333  -5.92818 0.0437887 -0.361719  0.580163 -0.802937
67.6655 0.0153683 -5.92799 0.042888 -0.379481  0.578651 -0.836629
68.6569 0.0155797  -5.92801 0.0422437 -0.372414  0.597319 -0.817825
69.6667 0.0151171  -5.92836 0.0403551 -0.414909  0.573116 -0.920121
