0.103552 0.051776 0.0036219 0.000639159 0 1.19821 -0.0232953 -9.49492 
0.061776 0.005 0.00447411 -0.000213053 -0.00149137 1.11758 -0.192933 -9.53972 
0.066776 0.005 0.00213053 -0.000213053 -0.00191748 1.19224 -0.200101 -9.55465 
0.071776 0.005 0 0.00106526 -0.000426106 1.30035 -0.0609261 -9.62334 
0.076776 0.005 -0.00213053 0.00191748 0 1.36248 0.109309 -9.66217 
0.081776 0.005 -0.00319579 0.00191748 0.000639159 1.48911 0.247288 -9.7219 
0.086776 0.005 -0.00426106 0.00426106 0.000639159 1.56437 0.360778 -9.75654 
0.091776 0.005 -0.00234358 0.00276969 0.000426106 1.51957 0.298658 -9.68427 
0.096776 0.005 0 0.000852212 0.00106526 1.35292 0.204282 -9.66934 
0.101776 0.005 0.00319579 -0.000426106 -0.000639159 1.23465 0.0764563 -9.62155 
0.106776 0.005 0.00276969 -0.00149137 -0.00255663 1.19224 -0.0537584 -9.58093 
0.111776 0.005 0.00234358 -0.000426106 -0.00127832 1.13191 -0.106919 -9.53255 
0.116776 0.005 0.000426106 -0.000639159 -0.00191748 1.07397 -0.0304631 -9.55346 
0.121776 0.005 -0.00191748 0.000639159 0.000639159 1.18687 0.0860134 -9.55226 
0.126776 0.005 -0.00596548 0.0036219 0.00127832 1.30513 0.212644 -9.59587 
0.131776 0.005 -0.00468716 0.00490022 0.00149137 1.36725 0.333899 -9.64365 
0.136776 0.005 -0.00255663 0.004048 0.000213053 1.41683 0.3781 -9.64903 
0.141776 0.005 0.000213053 0.00276969 0.000852212 1.48313 0.295671 -9.65799 
0.146776 0.005 0.00191748 0.00255663 0.00191748 1.43535 0.0824295 -9.64186 
0.151776 0.005 0.00276969 0 0 1.32544 -0.0692885 -9.63887 
0.156776 0.005 0.00340885 0.000213053 -0.00276969 1.30334 -0.120658 -9.65381 
0.161776 0.005 0.00276969 0 -0.000213053 1.32246 -0.189349 -9.61737 
0.166776 0.005 0.000426106 0.000852212 0 1.2908 -0.0561476 -9.63768 
0.171776 0.005 -0.00191748 0.00170442 0.000426106 1.29199 0.0477852 -9.64664 
0.176776 0.005 -0.00340885 0.00213053 0.00149137 1.35113 0.11349 -9.61498 
0.181776 0.005 -0.00319579 0.00106526 0.000639159 1.3577 0.221604 -9.59169 
0.186776 0.005 -0.00127832 0.000213053 0.00276969 1.32783 0.196517 -9.6096 
0.191776 0.005 0.000852212 0.00127832 0.00149137 1.28482 0.0854161 -9.60005 
0.196776 0.005 0.00170442 0.000213053 0.000213053 1.27766 -0.0400201 -9.59766 
0.201776 0.005 0.00213053 0 -0.000213053 1.23823 0.00836241 -9.5887 
0.206776 0.005 -0.00106526 0 -0.00149137 1.19821 0.0107517 -9.60363 
0.211776 0.005 -0.00255663 0.00106526 -0.000639159 1.28602 0.0943758 -9.6323 
0.216776 0.005 -0.00447411 0.00149137 0 1.41922 0.239523 -9.63828 
0.221776 0.005 -0.00340885 0.00276969 0.00213053 1.35053 0.323147 -9.68666 
0.226776 0.005 -0.00276969 0.0036219 0.00170442 1.37801 0.3781 -9.65799 
0.231776 0.005 -0.000213053 0.00127832 0.00149137 1.35591 0.285517 -9.62394 
0.236776 0.005 0.00276969 0.00106526 -0.000213053 1.29319 0.0973624 -9.59706 
